gene_id	gene_name	mean_methylation	median_methylation	n_sites	mean_cov
ENSG00000175073.8	VCPIP1	0.014492753623188406	0.0	69	1.0
ENSG00000234511.11	C5orf58	0.014492753623188406	0.0	69	1.0
ENSG00000248210.2	LINC02355	0.014492753623188406	0.0	69	1.0
ENSG00000138430.16	OLA1	0.0	0.0	69	1.0
ENSG00000188803.15	SHISA6	0.0	0.0	69	1.0
ENSG00000285783.1	ENSG00000285783	0.0	0.0	69	1.0
ENSG00000136153.20	LMO7	0.08823529411764706	0.0	68	1.0
ENSG00000241388.6	HNF1A-AS1	0.08823529411764706	0.0	68	1.0
ENSG00000148110.17	MFSD14B	0.07352941176470588	0.0	68	1.0
ENSG00000156787.17	TBC1D31	0.058823529411764705	0.0	68	1.0
ENSG00000178913.9	TAF7	0.058823529411764705	0.0	68	1.0
ENSG00000105656.13	ELL	0.04411764705882353	0.0	68	1.0
ENSG00000254254.7	PENK-AS1	0.04411764705882353	0.0	68	1.0
ENSG00000285823.1	LINC02793	0.04411764705882353	0.0	68	1.0
ENSG00000177570.15	SAMD12	0.029411764705882353	0.0	68	1.0
ENSG00000074696.13	HACD3	0.014705882352941176	0.0	68	1.0
ENSG00000084710.14	EFR3B	0.014705882352941176	0.0	68	1.0
ENSG00000115977.21	AAK1	0.014705882352941176	0.0	68	1.0
ENSG00000121104.8	FAM117A	0.014705882352941176	0.0	68	1.0
ENSG00000138764.15	CCNG2	0.014705882352941176	0.0	68	1.0
ENSG00000215018.10	COL28A1	0.014705882352941176	0.0	68	1.0
ENSG00000249614.2	LINC02503	0.014705882352941176	0.0	68	1.0
ENSG00000250751.1	ENSG00000250751	0.014705882352941176	0.0	68	1.0
ENSG00000226833.7	PPP1CB-DT	0.0	0.0	68	1.0
ENSG00000283294.2	ENSG00000283294	0.0	0.0	68	1.0
ENSG00000288692.1	ENSG00000288692	0.0	0.0	68	1.0
ENSG00000197241.4	SLC2A7	0.11940298507462686	0.0	67	1.0
ENSG00000229005.2	HNF4A-AS1	0.08955223880597014	0.0	67	1.0
ENSG00000088387.22	DOCK9	0.07462686567164178	0.0	67	1.0
ENSG00000172006.12	ZNF554	0.07462686567164178	0.0	67	1.0
ENSG00000159023.23	EPB41	0.05970149253731343	0.0	67	1.0
ENSG00000153944.12	MSI2	0.04477611940298507	0.0	67	1.0
ENSG00000127989.14	MTERF1	0.029850746268656716	0.0	67	1.0
ENSG00000285960.1	ENSG00000285960	0.029850746268656716	0.0	67	1.0
ENSG00000018236.15	CNTN1	0.014925373134328358	0.0	67	1.0
ENSG00000144619.15	CNTN4	0.0	0.0	67	1.0
ENSG00000182263.14	FIGN	0.0	0.0	67	1.0
ENSG00000212993.6	POU5F1B	0.0	0.0	67	1.0
ENSG00000246228.7	CASC8	0.0	0.0	67	1.0
ENSG00000135956.9	TMEM127	0.15151515151515152	0.0	66	1.0
ENSG00000074771.4	NOX3	0.12121212121212122	0.0	66	1.0
ENSG00000267284.2	ENSG00000267284	0.12121212121212122	0.0	66	1.0
ENSG00000165102.15	HGSNAT	0.10606060606060606	0.0	66	1.0
ENSG00000105085.11	MED26	0.09090909090909091	0.0	66	1.0
ENSG00000141979.4	ENSG00000141979	0.09090909090909091	0.0	66	1.0
ENSG00000224184.7	MIR3681HG	0.09090909090909091	0.0	66	1.0
ENSG00000268790.5	ENSG00000268790	0.09090909090909091	0.0	66	1.0
ENSG00000286178.1	ENSG00000286178	0.09090909090909091	0.0	66	1.0
ENSG00000183780.13	SLC35F3	0.07575757575757576	0.0	66	1.0
ENSG00000036549.13	ZZZ3	0.06060606060606061	0.0	66	1.0
ENSG00000151338.21	MIPOL1	0.06060606060606061	0.0	66	1.0
ENSG00000262898.5	ENSG00000262898	0.06060606060606061	0.0	66	1.0
ENSG00000100991.12	TRPC4AP	0.045454545454545456	0.0	66	1.0
ENSG00000132854.19	KANK4	0.045454545454545456	0.0	66	1.0
ENSG00000135119.15	RNFT2	0.030303030303030304	0.0	66	1.0
ENSG00000137486.17	ARRB1	0.015151515151515152	0.0	66	1.0
ENSG00000247311.3	ENSG00000247311	0.015151515151515152	0.0	66	1.0
ENSG00000285216.1	ENSG00000285216	0.015151515151515152	0.0	66	1.0
ENSG00000118690.13	ARMC2	0.0	0.0	66	1.0
ENSG00000124205.18	EDN3	0.0	0.0	66	1.0
ENSG00000156564.10	LRFN2	0.0	0.0	66	1.0
ENSG00000226043.2	ENSG00000226043	0.0	0.0	66	1.0
ENSG00000286162.4	ENSG00000286162	0.0	0.0	66	1.0
ENSG00000287621.1	ENSG00000287621	0.0	0.0	66	1.0
ENSG00000196262.15	PPIA	0.15384615384615385	0.0	65	1.0
ENSG00000162129.15	CLPB	0.07692307692307693	0.0	65	1.0
ENSG00000231609.7	EHBP1-AS1	0.06153846153846154	0.0	65	1.0
ENSG00000103876.14	FAH	0.046153846153846156	0.0	65	1.0
ENSG00000259134.7	LINC00924	0.046153846153846156	0.0	65	1.0
ENSG00000233828.5	MIR4280HG	0.03076923076923077	0.0	65	1.0
ENSG00000249061.1	ENSG00000249061	0.03076923076923077	0.0	65	1.0
ENSG00000205930.11	C21orf62-AS1	0.0	0.0	65	1.0
ENSG00000253171.1	ENSG00000253171	0.0	0.0	65	1.0
ENSG00000261645.7	DISC1FP1	0.0	0.0	65	1.0
ENSG00000280725.2	LINC00251	0.0	0.0	65	1.0
ENSG00000185989.11	RASA3	0.25	0.0	64	1.0
ENSG00000090266.13	NDUFB2	0.171875	0.0	64	1.0
ENSG00000091436.17	MAP3K20	0.15625	0.0	64	1.0
ENSG00000238133.6	MAP3K20-AS1	0.15625	0.0	64	1.0
ENSG00000186522.15	SEPTIN10	0.140625	0.0	64	1.0
ENSG00000104231.11	ZFAND1	0.078125	0.0	64	1.0
ENSG00000123106.11	CCDC91	0.078125	0.0	64	1.0
ENSG00000196535.20	MYO18A	0.078125	0.0	64	1.0
ENSG00000233143.4	DIRC3-AS1	0.078125	0.0	64	1.0
ENSG00000243156.9	MICAL3	0.078125	0.0	64	1.0
ENSG00000081377.17	CDC14B	0.0625	0.0	64	1.0
ENSG00000169071.15	ROR2	0.046875	0.0	64	1.0
ENSG00000273819.1	ENPP7P7	0.046875	0.0	64	1.0
ENSG00000231028.11	AHI1-DT	0.03125	0.0	64	1.0
ENSG00000286780.1	ENSG00000286780	0.03125	0.0	64	1.0
ENSG00000149488.14	TMC2	0.015625	0.0	64	1.0
ENSG00000257271.1	KIRREL3-AS1	0.015625	0.0	64	1.0
ENSG00000278921.2	EPB41L4A-DT	0.015625	0.0	64	1.0
ENSG00000285051.2	SLC7A14-AS1	0.015625	0.0	64	1.0
ENSG00000042493.16	CAPG	0.0	0.0	64	1.0
ENSG00000163637.13	PRICKLE2	0.0	0.0	64	1.0
ENSG00000171435.15	KSR2	0.0	0.0	64	1.0
ENSG00000143126.8	CELSR2	0.19047619047619047	0.0	63	1.0
ENSG00000107959.17	PITRM1	0.12698412698412698	0.0	63	1.0
ENSG00000237399.7	PITRM1-AS1	0.12698412698412698	0.0	63	1.0
ENSG00000278419.1	ENSG00000278419	0.12698412698412698	0.0	63	1.0
ENSG00000286251.2	ENSG00000286251	0.07936507936507936	0.0	63	1.0
ENSG00000134160.17	TRPM1	0.06349206349206349	0.0	63	1.0
ENSG00000135596.18	MICAL1	0.06349206349206349	0.0	63	1.0
ENSG00000259720.2	ENSG00000259720	0.06349206349206349	0.0	63	1.0
ENSG00000124831.20	LRRFIP1	0.047619047619047616	0.0	63	1.0
ENSG00000156931.16	VPS8	0.031746031746031744	0.0	63	1.0
ENSG00000180228.14	PRKRA	0.031746031746031744	0.0	63	1.0
ENSG00000223960.9	CHROMR	0.031746031746031744	0.0	63	1.0
ENSG00000246774.1	COL25A1-DT	0.031746031746031744	0.0	63	1.0
ENSG00000288902.2	ENSG00000288902	0.031746031746031744	0.0	63	1.0
ENSG00000182648.15	RNF32-DT	0.015873015873015872	0.0	63	1.0
ENSG00000132958.19	TPTE2	0.0	0.0	63	1.0
ENSG00000130159.15	ECSIT	0.0967741935483871	0.0	62	1.0
ENSG00000134146.12	DPH6	0.06451612903225806	0.0	62	1.0
ENSG00000206052.11	DOK6	0.06451612903225806	0.0	62	1.0
ENSG00000146555.20	SDK1	0.04838709677419355	0.0	62	1.0
ENSG00000255258.2	LINC02743	0.04838709677419355	0.0	62	1.0
ENSG00000283117.1	MGC4859	0.04838709677419355	0.0	62	1.0
ENSG00000285681.2	ENSG00000285681	0.04838709677419355	0.0	62	1.0
ENSG00000143153.14	ATP1B1	0.03225806451612903	0.0	62	1.0
ENSG00000158079.16	PTPDC1	0.03225806451612903	0.0	62	1.0
ENSG00000176571.13	CNBD1	0.03225806451612903	0.0	62	1.0
ENSG00000196914.9	ARHGEF12	0.03225806451612903	0.0	62	1.0
ENSG00000223727.6	ENSG00000223727	0.03225806451612903	0.0	62	1.0
ENSG00000075340.23	ADD2	0.016129032258064516	0.0	62	1.0
ENSG00000127954.13	STEAP4	0.016129032258064516	0.0	62	1.0
ENSG00000151923.18	TIAL1	0.016129032258064516	0.0	62	1.0
ENSG00000197635.11	DPP4	0.016129032258064516	0.0	62	1.0
ENSG00000228113.7	ENSG00000228113	0.016129032258064516	0.0	62	1.0
ENSG00000258185.2	ENSG00000258185	0.016129032258064516	0.0	62	1.0
ENSG00000113805.9	CNTN3	0.0	0.0	62	1.0
ENSG00000198804.2	MT-CO1	0.0	0.0	62	1.0
ENSG00000103599.20	IQCH	0.21311475409836064	0.0	61	1.0
ENSG00000259673.6	IQCH-AS1	0.21311475409836064	0.0	61	1.0
ENSG00000177426.22	TGIF1	0.08196721311475409	0.0	61	1.0
ENSG00000203867.8	RBM20	0.08196721311475409	0.0	61	1.0
ENSG00000129636.13	ITFG1	0.06557377049180328	0.0	61	1.0
ENSG00000095585.18	BLNK	0.04918032786885246	0.0	61	1.0
ENSG00000107902.14	LHPP	0.04918032786885246	0.0	61	1.0
ENSG00000149654.11	CDH22	0.04918032786885246	0.0	61	1.0
ENSG00000177853.15	ZNF518A	0.04918032786885246	0.0	61	1.0
ENSG00000293025.1	ENSG00000293025	0.04918032786885246	0.0	61	1.0
ENSG00000113269.14	RNF130	0.03278688524590164	0.0	61	1.0
ENSG00000198732.11	SMOC1	0.03278688524590164	0.0	61	1.0
ENSG00000290588.1	ENSG00000290588	0.03278688524590164	0.0	61	1.0
ENSG00000141434.12	MEP1B	0.01639344262295082	0.0	61	1.0
ENSG00000141441.16	GAREM1	0.01639344262295082	0.0	61	1.0
ENSG00000156110.15	ADK	0.01639344262295082	0.0	61	1.0
ENSG00000163116.10	STPG2	0.01639344262295082	0.0	61	1.0
ENSG00000187116.14	LILRA5	0.01639344262295082	0.0	61	1.0
ENSG00000251620.3	STPG2-AS1	0.01639344262295082	0.0	61	1.0
ENSG00000254044.5	ENSG00000254044	0.01639344262295082	0.0	61	1.0
ENSG00000275210.1	ENSG00000275210	0.01639344262295082	0.0	61	1.0
ENSG00000286122.1	LINC02964	0.01639344262295082	0.0	61	1.0
ENSG00000288084.1	ENSG00000288084	0.01639344262295082	0.0	61	1.0
ENSG00000183783.7	KCTD8	0.0	0.0	61	1.0
ENSG00000229175.2	LINC00382	0.0	0.0	61	1.0
ENSG00000075711.21	DLG1	0.13333333333333333	0.0	60	1.0
ENSG00000166435.17	XRRA1	0.1	0.0	60	1.0
ENSG00000100994.12	PYGB	0.08333333333333333	0.0	60	1.0
ENSG00000115966.18	ATF2	0.05	0.0	60	1.0
ENSG00000203356.2	LINC01562	0.05	0.0	60	1.0
ENSG00000251613.4	ENSG00000251613	0.05	0.0	60	1.0
ENSG00000264015.2	ENSG00000264015	0.05	0.0	60	1.0
ENSG00000164989.17	CCDC171	0.03333333333333333	0.0	60	1.0
ENSG00000166025.18	AMOTL1	0.03333333333333333	0.0	60	1.0
ENSG00000198712.1	MT-CO2	0.03333333333333333	0.0	60	1.0
ENSG00000255929.6	PIWIL4-AS1	0.03333333333333333	0.0	60	1.0
ENSG00000292309.1	ENSG00000292309	0.03333333333333333	0.0	60	1.0
ENSG00000108239.9	TBC1D12	0.016666666666666666	0.0	60	1.0
ENSG00000123352.18	SPATS2	0.0	0.0	60	1.0
ENSG00000164171.11	ITGA2	0.0	0.0	60	1.0
ENSG00000197140.15	ADAM32	0.0	0.0	60	1.0
ENSG00000233005.2	ENSG00000233005	0.0	0.0	60	1.0
ENSG00000214435.9	AS3MT	0.0847457627118644	0.0	59	1.0
ENSG00000270316.1	BORCS7-ASMT	0.0847457627118644	0.0	59	1.0
ENSG00000114503.11	NCBP2	0.05084745762711865	0.0	59	1.0
ENSG00000103653.17	CSK	0.03389830508474576	0.0	59	1.0
ENSG00000141384.13	TAF4B	0.03389830508474576	0.0	59	1.0
ENSG00000166912.17	MTMR10	0.03389830508474576	0.0	59	1.0
ENSG00000074201.9	CLNS1A	0.01694915254237288	0.0	59	1.0
ENSG00000182606.17	TRAK1	0.01694915254237288	0.0	59	1.0
ENSG00000205922.5	ONECUT3	0.01694915254237288	0.0	59	1.0
ENSG00000253824.2	ENSG00000253824	0.01694915254237288	0.0	59	1.0
ENSG00000273550.2	ENSG00000273550	0.01694915254237288	0.0	59	1.0
ENSG00000114487.10	MORC1	0.0	0.0	59	1.0
ENSG00000115919.15	KYNU	0.0	0.0	59	1.0
ENSG00000140015.20	KCNH5	0.0	0.0	59	1.0
ENSG00000180891.13	CUEDC1	0.0	0.0	59	1.0
ENSG00000228189.5	LINC02843	0.0	0.0	59	1.0
ENSG00000259446.6	RYR3-DT	0.0	0.0	59	1.0
ENSG00000166387.14	PPFIBP2	0.1724137931034483	0.0	58	1.0
ENSG00000158201.10	ABHD3	0.15517241379310345	0.0	58	1.0
ENSG00000065243.20	PKN2	0.08620689655172414	0.0	58	1.0
ENSG00000148498.17	PARD3	0.08620689655172414	0.0	58	1.0
ENSG00000071127.18	WDR1	0.06896551724137931	0.0	58	1.0
ENSG00000152953.13	STK32B	0.034482758620689655	0.0	58	1.0
ENSG00000250326.2	USP38-DT	0.034482758620689655	0.0	58	1.0
ENSG00000133773.12	CCDC59	0.017241379310344827	0.0	58	1.0
ENSG00000139117.14	CPNE8	0.017241379310344827	0.0	58	1.0
ENSG00000140470.15	ADAMTS17	0.017241379310344827	0.0	58	1.0
ENSG00000146021.15	KLHL3	0.017241379310344827	0.0	58	1.0
ENSG00000152242.11	ARK2N	0.017241379310344827	0.0	58	1.0
ENSG00000165841.11	CYP2C19	0.017241379310344827	0.0	58	1.0
ENSG00000183287.15	CCBE1	0.017241379310344827	0.0	58	1.0
ENSG00000276490.1	ENSG00000276490	0.017241379310344827	0.0	58	1.0
ENSG00000285820.1	ENSG00000285820	0.017241379310344827	0.0	58	1.0
ENSG00000134376.17	CRB1	0.0	0.0	58	1.0
ENSG00000049759.20	NEDD4L	0.12280701754385964	0.0	57	1.0
ENSG00000123349.15	PFDN5	0.10526315789473684	0.0	57	1.0
ENSG00000257605.4	MYG1-AS1	0.10526315789473684	0.0	57	1.0
ENSG00000288663.1	ENSG00000288663	0.10526315789473684	0.0	57	1.0
ENSG00000185420.19	SMYD3	0.08771929824561403	0.0	57	1.0
ENSG00000012174.12	MBTPS2	0.07017543859649122	0.0	57	1.0
ENSG00000042980.14	ADAM28	0.03508771929824561	0.0	57	1.0
ENSG00000106772.19	PRUNE2	0.03508771929824561	0.0	57	1.0
ENSG00000139364.11	TMEM132B	0.03508771929824561	0.0	57	1.0
ENSG00000253535.5	ADAM7-AS1	0.03508771929824561	0.0	57	1.0
ENSG00000259116.2	HSPA2-AS1	0.03508771929824561	0.0	57	1.0
ENSG00000159082.18	SYNJ1	0.017543859649122806	0.0	57	1.0
ENSG00000232800.1	SLC7A15P	0.017543859649122806	0.0	57	1.0
ENSG00000074211.14	PPP2R2C	0.0	0.0	57	1.0
ENSG00000154678.18	PDE1C	0.0	0.0	57	1.0
ENSG00000161405.17	IKZF3	0.0	0.0	57	1.0
ENSG00000171634.19	BPTF	0.0	0.0	57	1.0
ENSG00000232656.10	IDI2-AS1	0.0	0.0	57	1.0
ENSG00000236230.2	ENSG00000236230	0.0	0.0	57	1.0
ENSG00000248874.5	LINC02899	0.0	0.0	57	1.0
ENSG00000257261.7	SLC38A4-AS1	0.0	0.0	57	1.0
ENSG00000287344.1	ENSG00000287344	0.0	0.0	57	1.0
ENSG00000142178.9	SIK1	0.19642857142857142	0.0	56	1.0
ENSG00000164663.15	USP49	0.16071428571428573	0.0	56	1.0
ENSG00000288721.1	ENSG00000288721	0.16071428571428573	0.0	56	1.0
ENSG00000138316.11	ADAMTS14	0.08928571428571429	0.0	56	1.0
ENSG00000132600.18	PRMT7	0.07142857142857142	0.0	56	1.0
ENSG00000145431.11	PDGFC	0.07142857142857142	0.0	56	1.0
ENSG00000180357.10	ZNF609	0.07142857142857142	0.0	56	1.0
ENSG00000153814.13	JAZF1	0.05357142857142857	0.0	56	1.0
ENSG00000165078.13	CPA6	0.05357142857142857	0.0	56	1.0
ENSG00000287489.1	ENSG00000287489	0.05357142857142857	0.0	56	1.0
ENSG00000147601.15	TERF1	0.03571428571428571	0.0	56	1.0
ENSG00000259429.6	UBE2Q2P2	0.03571428571428571	0.0	56	1.0
ENSG00000278202.1	ENSG00000278202	0.03571428571428571	0.0	56	1.0
ENSG00000290945.1	UBE2Q2P2	0.03571428571428571	0.0	56	1.0
ENSG00000118307.20	DNAI7	0.0	0.0	56	1.0
ENSG00000124171.9	PARD6B	0.0	0.0	56	1.0
ENSG00000134115.13	CNTN6	0.0	0.0	56	1.0
ENSG00000162869.16	PPP1R21	0.0	0.0	56	1.0
ENSG00000165072.10	MAMDC2	0.0	0.0	56	1.0
ENSG00000172572.7	PDE3A	0.0	0.0	56	1.0
ENSG00000182197.13	EXT1	0.0	0.0	56	1.0
ENSG00000204706.14	MAMDC2-AS1	0.0	0.0	56	1.0
ENSG00000220913.2	ENSG00000220913	0.0	0.0	56	1.0
ENSG00000224371.6	ENSG00000224371	0.0	0.0	56	1.0
ENSG00000237505.8	PKN2-AS1	0.0	0.0	56	1.0
ENSG00000126467.11	TSKS	0.09090909090909091	0.0	55	1.0
ENSG00000075413.19	MARK3	0.07272727272727272	0.0	55	1.0
ENSG00000259664.3	LINC02254	0.05454545454545454	0.0	55	1.0
ENSG00000290384.1	ENSG00000290384	0.05454545454545454	0.0	55	1.0
ENSG00000153064.12	BANK1	0.01818181818181818	0.0	55	1.0
ENSG00000172164.15	SNTB1	0.01818181818181818	0.0	55	1.0
ENSG00000078098.15	FAP	0.0	0.0	55	1.0
ENSG00000144711.17	IQSEC1	0.14814814814814814	0.0	54	1.0
ENSG00000146013.11	GFRA3	0.1111111111111111	0.0	54	1.0
ENSG00000172766.19	NAA16	0.09259259259259259	0.0	54	1.0
ENSG00000039123.16	MTREX	0.07407407407407407	0.0	54	1.0
ENSG00000186094.18	AGBL4	0.05555555555555555	0.0	54	1.0
ENSG00000154997.9	SEPTIN14	0.037037037037037035	0.0	54	1.0
ENSG00000224761.5	CCNYL4	0.018518518518518517	0.0	54	1.0
ENSG00000283930.1	PLD5P1	0.018518518518518517	0.0	54	1.0
ENSG00000290887.1	ENSG00000290887	0.018518518518518517	0.0	54	1.0
ENSG00000153283.13	CD96	0.0	0.0	54	1.0
ENSG00000163762.7	TM4SF18	0.0	0.0	54	1.0
ENSG00000237880.2	LINC01885	0.0	0.0	54	1.0
ENSG00000244468.1	TM4SF18-AS1	0.0	0.0	54	1.0
ENSG00000155052.15	CNTNAP5	0.09433962264150944	0.0	53	1.0
ENSG00000185015.8	CA13	0.07547169811320754	0.0	53	1.0
ENSG00000258256.1	ENSG00000258256	0.07547169811320754	0.0	53	1.0
ENSG00000113645.15	WWC1	0.05660377358490566	0.0	53	1.0
ENSG00000205359.10	SLCO6A1	0.05660377358490566	0.0	53	1.0
ENSG00000151233.11	GXYLT1	0.03773584905660377	0.0	53	1.0
ENSG00000258210.1	ENSG00000258210	0.03773584905660377	0.0	53	1.0
ENSG00000286739.2	ENSG00000286739	0.03773584905660377	0.0	53	1.0
ENSG00000287687.2	ENSG00000287687	0.03773584905660377	0.0	53	1.0
ENSG00000106546.14	AHR	0.018867924528301886	0.0	53	1.0
ENSG00000145996.11	CDKAL1	0.018867924528301886	0.0	53	1.0
ENSG00000259070.9	LINC00639	0.018867924528301886	0.0	53	1.0
ENSG00000286480.1	ENSG00000286480	0.018867924528301886	0.0	53	1.0
ENSG00000293037.1	ENSG00000293037	0.018867924528301886	0.0	53	1.0
ENSG00000105750.15	ZNF85	0.0	0.0	53	1.0
ENSG00000108018.17	SORCS1	0.0	0.0	53	1.0
ENSG00000170017.12	ALCAM	0.0	0.0	53	1.0
ENSG00000215548.2	FRG1JP	0.0	0.0	53	1.0
ENSG00000234754.2	LINC02817	0.0	0.0	53	1.0
ENSG00000290330.1	FAM197Y5	0.0	0.0	53	1.0
ENSG00000081479.15	LRP2	0.25	0.0	52	1.0
ENSG00000198551.10	ZNF627	0.15384615384615385	0.0	52	1.0
ENSG00000196562.16	SULF2	0.09615384615384616	0.0	52	1.0
ENSG00000101557.15	USP14	0.07692307692307693	0.0	52	1.0
ENSG00000285673.1	ENSG00000285673	0.07692307692307693	0.0	52	1.0
ENSG00000076356.7	PLXNA2	0.057692307692307696	0.0	52	1.0
ENSG00000101470.10	TNNC2	0.057692307692307696	0.0	52	1.0
ENSG00000131848.10	ZSCAN5A	0.057692307692307696	0.0	52	1.0
ENSG00000253377.2	ENSG00000253377	0.057692307692307696	0.0	52	1.0
ENSG00000267710.9	EDDM13	0.057692307692307696	0.0	52	1.0
ENSG00000103043.15	VAC14	0.038461538461538464	0.0	52	1.0
ENSG00000225579.2	EDNRB-AS1	0.038461538461538464	0.0	52	1.0
ENSG00000244071.1	RPL9P33	0.038461538461538464	0.0	52	1.0
ENSG00000268500.7	SIGLEC5	0.038461538461538464	0.0	52	1.0
ENSG00000129595.14	EPB41L4A	0.019230769230769232	0.0	52	1.0
ENSG00000145781.9	COMMD10	0.019230769230769232	0.0	52	1.0
ENSG00000161031.13	PGLYRP2	0.019230769230769232	0.0	52	1.0
ENSG00000233797.4	UFL1-AS1	0.019230769230769232	0.0	52	1.0
ENSG00000124743.6	KLHL31	0.0	0.0	52	1.0
ENSG00000135090.14	TAOK3	0.0	0.0	52	1.0
ENSG00000235899.4	LINC01564	0.0	0.0	52	1.0
ENSG00000214546.4	ENSG00000214546	0.13725490196078433	0.0	51	1.0
ENSG00000228339.1	AMD1P1	0.0784313725490196	0.0	51	1.0
ENSG00000228648.1	ENSG00000228648	0.0784313725490196	0.0	51	1.0
ENSG00000112079.9	STK38	0.058823529411764705	0.0	51	1.0
ENSG00000261235.1	HSD17B2-AS1	0.058823529411764705	0.0	51	1.0
ENSG00000250251.7	PKD1P6	0.0392156862745098	0.0	51	1.0
ENSG00000156269.5	NAA11	0.0196078431372549	0.0	51	1.0
ENSG00000249307.8	LINC01088	0.0196078431372549	0.0	51	1.0
ENSG00000280739.5	EIF1B-AS1	0.0196078431372549	0.0	51	1.0
ENSG00000105967.16	TFEC	0.0	0.0	51	1.0
ENSG00000152223.16	EPG5	0.0	0.0	51	1.0
ENSG00000289062.2	ENSG00000289062	0.0	0.0	51	1.0
ENSG00000105278.12	ZFR2	0.3	0.0	50	1.0
ENSG00000196369.12	SRGAP2B	0.14	0.0	50	1.0
ENSG00000185274.13	GALNT17	0.06	0.0	50	1.0
ENSG00000120742.11	SERP1	0.04	0.0	50	1.0
ENSG00000144895.12	EIF2A	0.04	0.0	50	1.0
ENSG00000054965.11	FAM168A	0.02	0.0	50	1.0
ENSG00000178163.8	ZNF518B	0.02	0.0	50	1.0
ENSG00000185774.17	KCNIP4	0.02	0.0	50	1.0
ENSG00000236778.9	INTS6-AS1	0.02	0.0	50	1.0
ENSG00000288262.1	ZNF73P	0.02	0.0	50	1.0
ENSG00000147044.23	CASK	0.0	0.0	50	1.0
ENSG00000186153.19	WWOX	0.0	0.0	50	1.0
ENSG00000230471.1	ENSG00000230471	0.0	0.0	50	1.0
ENSG00000235728.1	ENSG00000235728	0.0	0.0	50	1.0
ENSG00000038210.14	PI4K2B	0.12244897959183673	0.0	49	1.0
ENSG00000292998.1	MIR3171HG	0.08163265306122448	0.0	49	1.0
ENSG00000121766.16	ZCCHC17	0.061224489795918366	0.0	49	1.0
ENSG00000011114.15	BTBD7	0.04081632653061224	0.0	49	1.0
ENSG00000059573.9	ALDH18A1	0.04081632653061224	0.0	49	1.0
ENSG00000162849.16	KIF26B	0.04081632653061224	0.0	49	1.0
ENSG00000102543.14	CDADC1	0.02040816326530612	0.0	49	1.0
ENSG00000102978.13	POLR2C	0.02040816326530612	0.0	49	1.0
ENSG00000141968.8	VAV1	0.02040816326530612	0.0	49	1.0
ENSG00000227330.1	ENSG00000227330	0.02040816326530612	0.0	49	1.0
ENSG00000248673.2	LINC01331	0.02040816326530612	0.0	49	1.0
ENSG00000087495.17	PHACTR3	0.0	0.0	49	1.0
ENSG00000113971.21	NPHP3	0.0	0.0	49	1.0
ENSG00000134250.21	NOTCH2	0.0	0.0	49	1.0
ENSG00000258661.1	ENSG00000258661	0.0	0.0	49	1.0
ENSG00000263300.1	ENSG00000263300	0.0	0.0	49	1.0
ENSG00000283098.2	ENSG00000283098	0.0	0.0	49	1.0
ENSG00000115648.14	MLPH	0.20833333333333334	0.0	48	1.0
ENSG00000254093.9	PINX1	0.16666666666666666	0.0	48	1.0
ENSG00000258724.1	PINX1	0.16666666666666666	0.0	48	1.0
ENSG00000107077.20	KDM4C	0.10416666666666667	0.0	48	1.0
ENSG00000107854.7	TNKS2	0.10416666666666667	0.0	48	1.0
ENSG00000293552.1	ENSG00000293552	0.10416666666666667	0.0	48	1.0
ENSG00000109171.15	SLAIN2	0.08333333333333333	0.0	48	1.0
ENSG00000152034.11	MCHR2	0.0625	0.0	48	1.0
ENSG00000228791.8	THRB-AS1	0.0625	0.0	48	1.0
ENSG00000257677.2	LINC02464	0.0625	0.0	48	1.0
ENSG00000131620.18	ANO1	0.041666666666666664	0.0	48	1.0
ENSG00000163006.12	CCDC138	0.041666666666666664	0.0	48	1.0
ENSG00000197168.14	NEK5	0.041666666666666664	0.0	48	1.0
ENSG00000054219.11	LY75	0.020833333333333332	0.0	48	1.0
ENSG00000104490.18	NCALD	0.020833333333333332	0.0	48	1.0
ENSG00000233491.9	CDHR17P	0.020833333333333332	0.0	48	1.0
ENSG00000248672.5	LY75-CD302	0.020833333333333332	0.0	48	1.0
ENSG00000293394.1	ENSG00000293394	0.020833333333333332	0.0	48	1.0
ENSG00000136160.17	EDNRB	0.0	0.0	48	1.0
ENSG00000169641.15	LUZP1	0.0	0.0	48	1.0
ENSG00000172943.21	PHF8	0.0	0.0	48	1.0
ENSG00000186487.21	MYT1L	0.0	0.0	48	1.0
ENSG00000243276.6	ENSG00000243276	0.0	0.0	48	1.0
ENSG00000254344.3	LINC01288	0.0	0.0	48	1.0
ENSG00000162104.10	ADCY9	0.14893617021276595	0.0	47	1.0
ENSG00000197971.16	MBP	0.14893617021276595	0.0	47	1.0
ENSG00000119125.17	GDA	0.10638297872340426	0.0	47	1.0
ENSG00000148702.15	HABP2	0.0851063829787234	0.0	47	1.0
ENSG00000069956.14	MAPK6	0.06382978723404255	0.0	47	1.0
ENSG00000114790.13	ARHGEF26	0.0425531914893617	0.0	47	1.0
ENSG00000139926.16	FRMD6	0.0425531914893617	0.0	47	1.0
ENSG00000149548.15	CCDC15	0.0425531914893617	0.0	47	1.0
ENSG00000225330.1	ENSG00000225330	0.0425531914893617	0.0	47	1.0
ENSG00000239589.7	LINC00879	0.0425531914893617	0.0	47	1.0
ENSG00000033178.13	UBA6	0.02127659574468085	0.0	47	1.0
